title,category,price_usd,rating,stock_status,num_reviews
Book Title Item #1479,Fiction,49.26,Four,In stock,49
Book Title Item #1480,Arts & Design,23.55,Four,In stock,46
Book Title Item #1481,Fiction,48.58,Five,In stock,52
Book Title Item #1482,History,72.34,Four,In stock,53
Book Title Item #1483,Fiction,35.38,Two,In stock,40
Book Title Item #1484,Fiction,26.77,Three,In stock,44
Book Title Item #1485,History,56.55,Five,In stock,40
Book Title Item #1486,Self-Help,18.05,Three,In stock,45
Book Title Item #1487,,77.29,One,In stock,50
Book Title Item #1488,History,32.61,Four,In stock,44
Book Title Item #1489,Arts & Design,55.56,Three,In stock,41
Book Title Item #1490,Business,43.81,Five,In stock,37
Book Title Item #1491,Fiction,66.99,Four,In stock,56
Book Title Item #1492,Arts & Design,68.86,Two,In stock,52
Book Title Item #1493,Fiction,41.35,Five,In stock,40
Book Title Item #1494,Business,15.48,Three,In stock,49
Book Title Item #1495,Self-Help,84.87,Three,In stock,48
Book Title Item #1496,Arts & Design,17.22,Three,In stock,49
Book Title Item #1497,Science & Tech,47.95,One,In stock,55
Book Title Item #1498,Science & Tech,73.02,Four,In stock,41
Book Title Item #1499,Science & Tech,49.13,Two,In stock,51
Book Title Item #1500,Self-Help,26.73,Three,In stock,36
Book Title Item #1501,Self-Help,41.82,Three,In stock,48
Book Title Item #1502,Business,27.89,Four,In stock,52
Book Title Item #1503,Fiction,27.41,Five,Out of stock,51
Book Title Item #1504,Business,,Two,In stock,37
Book Title Item #1505,Business,8.75,Three,In stock,43
Book Title Item #1506,Self-Help,,Three,In stock,39
Book Title Item #1507,Science & Tech,40.84,Two,In stock,65
Book Title Item #1508,Non-Fiction,39.53,Four,In stock,51
Book Title Item #1509,Fiction,24.65,Four,In stock,36
Book Title Item #1510,Self-Help,48.95,Two,Out of stock,40
Book Title Item #1511,Science & Tech,38.36,Three,Out of stock,30
Book Title Item #1512,Arts & Design,98.45,Two,In stock,33
Book Title Item #1513,Non-Fiction,50.16,Four,In stock,45
Book Title Item #1514,Non-Fiction,28.35,Two,In stock,43
Book Title Item #1515,Self-Help,55.92,Five,In stock,56
Book Title Item #1516,History,14.43,Four,In stock,54
Book Title Item #1517,Fiction,39.39,Three,In stock,43
Book Title Item #1518,Non-Fiction,43.66,Four,In stock,47
Book Title Item #1519,Self-Help,39.63,Five,In stock,52
Book Title Item #1520,Self-Help,23.88,Four,In stock,50
Book Title Item #1521,Science & Tech,39.03,Two,Out of stock,35
Book Title Item #1522,Arts & Design,19.75,Three,In stock,43
Book Title Item #1523,History,85.72,Five,In stock,52
Book Title Item #1524,,39.2,Four,In stock,47
Book Title Item #1525,Business,48.0,Four,In stock,38
Book Title Item #1526,Arts & Design,16.71,Five,In stock,41
Book Title Item #1527,Arts & Design,27.13,Five,In stock,51
Book Title Item #1528,Science & Tech,50.76,Five,In stock,42
Book Title Item #1529,Non-Fiction,62.01,Two,In stock,52
Book Title Item #1530,Non-Fiction,22.43,Four,In stock,37
Book Title Item #1531,Science & Tech,47.89,Four,In stock,55
Book Title Item #1532,Self-Help,30.64,Four,In stock,39
Book Title Item #1533,Non-Fiction,13.88,Four,In stock,47
Book Title Item #1534,History,26.65,Two,In stock,39
Book Title Item #1535,Fiction,63.1,Four,In stock,39
Book Title Item #1536,Arts & Design,66.77,Four,In stock,44
Book Title Item #1537,Arts & Design,42.86,Two,Out of stock,50
Book Title Item #1538,History,40.22,Four,In stock,48
Book Title Item #1539,Non-Fiction,30.34,Two,In stock,46
Book Title Item #1540,Arts & Design,10.28,Three,In stock,57
Book Title Item #1541,Business,45.45,One,In stock,42
Book Title Item #1542,Fiction,23.35,Three,In stock,57
Book Title Item #1543,Fiction,71.98,Four,Out of stock,34
Book Title Item #1544,Arts & Design,19.12,Four,In stock,45
Book Title Item #1545,,,Four,In stock,42
Book Title Item #1546,Arts & Design,13.63,Five,In stock,47
Book Title Item #1547,Science & Tech,118.39,Three,In stock,36
Book Title Item #1548,Arts & Design,17.07,Two,Out of stock,43
Book Title Item #1549,Business,66.88,Five,In stock,43
Book Title Item #1550,Self-Help,26.25,Two,In stock,49
Book Title Item #1551,Fiction,50.61,Five,In stock,41
Book Title Item #1552,Arts & Design,86.03,Five,In stock,54
Book Title Item #1553,Business,32.12,Four,In stock,46
Book Title Item #1554,Science & Tech,112.64,Five,In stock,43
Book Title Item #1555,Science & Tech,87.16,Two,In stock,50
Book Title Item #1556,Fiction,15.92,Three,In stock,35
Book Title Item #1557,History,36.96,Four,In stock,39
Book Title Item #1558,Arts & Design,32.73,Three,In stock,44
Book Title Item #1559,Non-Fiction,38.26,Five,In stock,49
Book Title Item #1560,Science & Tech,30.44,One,In stock,48
Book Title Item #1561,Self-Help,22.51,Four,In stock,41
Book Title Item #1562,Self-Help,35.79,Four,Out of stock,44
Book Title Item #1563,Science & Tech,535.63,Four,In stock,37
Book Title Item #1564,History,8.7,Three,In stock,29
Book Title Item #1565,History,59.07,Three,In stock,35
Book Title Item #1566,Business,40.75,Five,In stock,53
Book Title Item #1567,Self-Help,78.29,Two,In stock,39
Book Title Item #1568,Business,29.14,Five,In stock,45
Book Title Item #1569,Self-Help,27.04,Four,In stock,45
Book Title Item #1570,Arts & Design,23.87,Four,In stock,35
Book Title Item #1571,Arts & Design,48.36,Four,In stock,40
Book Title Item #1572,Non-Fiction,12.82,Three,In stock,48
Book Title Item #1573,Arts & Design,24.78,Four,In stock,30
Book Title Item #1574,Non-Fiction,41.07,Five,In stock,20
Book Title Item #1575,Arts & Design,15.78,Three,In stock,35
Book Title Item #1576,Fiction,38.87,Five,In stock,41
Book Title Item #1577,Arts & Design,70.99,Four,In stock,46
Book Title Item #1578,,66.21,Two,In stock,49
Book Title Item #1579,Science & Tech,34.93,Three,In stock,46
Book Title Item #1580,Business,60.84,Five,Out of stock,50
Book Title Item #1581,Science & Tech,47.34,Three,In stock,46
Book Title Item #1582,History,41.05,Five,In stock,48
Book Title Item #1583,Business,51.48,Five,In stock,38
Book Title Item #1584,History,30.38,Three,In stock,54
Book Title Item #1585,Non-Fiction,31.87,Two,In stock,44
Book Title Item #1586,Non-Fiction,46.66,Four,Out of stock,43
Book Title Item #1587,Fiction,36.99,Three,In stock,42
Book Title Item #1588,Arts & Design,65.25,Four,Out of stock,35
Book Title Item #1589,Business,55.15,Three,In stock,30
Book Title Item #1590,History,54.99,Four,In stock,59
Book Title Item #1591,Science & Tech,49.26,Four,In stock,37
Book Title Item #1592,Non-Fiction,40.81,Three,Out of stock,45
Book Title Item #1593,Arts & Design,54.32,Three,In stock,39
Book Title Item #1594,Non-Fiction,62.42,Three,In stock,41
Book Title Item #1595,Science & Tech,45.07,Three,In stock,48
Book Title Item #1596,Arts & Design,23.44,Four,In stock,51
Book Title Item #1597,Arts & Design,37.43,Five,In stock,41
Book Title Item #1598,History,16.05,Three,In stock,58
Book Title Item #1599,History,69.52,Four,In stock,51
Book Title Item #1600,Business,54.42,Four,In stock,56
Book Title Item #1601,Business,23.28,Three,In stock,35
Book Title Item #1602,Self-Help,26.04,Three,In stock,51
Book Title Item #1603,Self-Help,71.13,Five,In stock,38
Book Title Item #1604,Fiction,25.24,Four,In stock,47
Book Title Item #1605,Non-Fiction,15.6,Four,In stock,52
Book Title Item #1606,Business,,Four,In stock,50
Book Title Item #1607,History,31.6,One,Out of stock,36
Book Title Item #1608,Science & Tech,28.89,Four,Out of stock,42
Book Title Item #1609,History,30.15,Four,In stock,58
Book Title Item #1610,Non-Fiction,53.2,Four,In stock,36
Book Title Item #1611,Self-Help,27.15,Three,Out of stock,43
Book Title Item #1612,History,46.02,Two,In stock,47
Book Title Item #1613,Fiction,19.51,Two,In stock,58
Book Title Item #1614,Non-Fiction,67.64,Five,Out of stock,43
Book Title Item #1615,Self-Help,20.55,Three,In stock,53
Book Title Item #1616,Science & Tech,37.56,Four,In stock,39
Book Title Item #1617,Self-Help,34.53,One,In stock,35
Book Title Item #1618,Arts & Design,44.14,One,In stock,41
Book Title Item #1619,Fiction,55.81,Four,In stock,43
Book Title Item #1620,Non-Fiction,29.34,Four,In stock,31
Book Title Item #1621,Science & Tech,56.58,Four,In stock,45
Book Title Item #1622,Fiction,,Three,In stock,41
Book Title Item #1623,Self-Help,33.16,Four,In stock,55
Book Title Item #1624,Fiction,87.05,Two,In stock,36
Book Title Item #1625,Non-Fiction,44.1,Two,In stock,43
Book Title Item #1626,Business,30.88,Four,In stock,50
Book Title Item #1627,Fiction,38.81,Three,In stock,44
Book Title Item #1628,Arts & Design,87.05,Three,In stock,47
Book Title Item #1629,Fiction,45.0,Four,In stock,56
Book Title Item #1630,Self-Help,44.98,Four,In stock,39
Book Title Item #1631,Self-Help,47.18,Five,In stock,54
Book Title Item #1632,Science & Tech,59.1,Three,In stock,39
Book Title Item #1633,Self-Help,44.61,One,In stock,46
Book Title Item #1634,History,50.45,Three,In stock,37
Book Title Item #1635,Non-Fiction,,Five,In stock,38
Book Title Item #1636,Non-Fiction,40.8,Four,Out of stock,43
Book Title Item #1637,Business,60.76,Four,In stock,45
Book Title Item #1638,Business,24.72,One,In stock,36
Book Title Item #1639,Non-Fiction,37.46,Four,In stock,52
Book Title Item #1640,Arts & Design,32.09,One,In stock,40
Book Title Item #1641,Business,16.97,Four,Out of stock,36
Book Title Item #1642,Science & Tech,18.18,Five,In stock,49
Book Title Item #1643,Self-Help,37.29,Five,In stock,53
Book Title Item #1644,,62.23,Four,In stock,61
Book Title Item #1645,Business,41.39,Four,In stock,53
Book Title Item #1646,Non-Fiction,27.2,Five,In stock,38
Book Title Item #1647,History,72.99,Four,In stock,44
Book Title Item #1648,Fiction,30.07,One,In stock,35
Book Title Item #1649,Self-Help,21.18,Four,In stock,50
Book Title Item #1650,Non-Fiction,87.81,Three,In stock,41
